사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Jun-21,8호선,538,가락시장,15,0,2663,2616,5465,6717,9999,14442,12295,38282,8765,16825,9019,12146,9385,10309,9403,8916,9868,10651,10857,10054,12473,9606,12840,11527,17817,12865,27937,17777,11196,12939,9048,8368,10517,7581,9396,6805,1701,3285,5,1116,0,0,0,0,0,0
Jun-21,8호선,539,문정,10,1,2124,3019,6657,11527,22258,49925,30190,173675,17856,79442,14539,27225,15094,16262,16766,16398,19126,18548,21528,16170,24895,17471,28628,18747,71343,22410,131031,32674,42844,24973,27379,13396,25723,11349,22405,13475,3693,4839,4,94,0,0,0,0,0,0
Jun-21,8호선,540,장지,1,0,5347,2412,16856,9773,46247,23142,55148,52289,28761,28823,18015,18594,16453,16893,18191,20278,18590,19092,17902,19726,21782,22591,27928,26915,37008,30118,49492,49512,24765,34108,20959,19241,18343,15978,13291,20112,3269,7722,0,11,0,0,0,0,0,0
Jun-21,8호선,541,복정,2,0,4567,2526,10838,9771,31352,12983,40414,21112,23475,13967,14250,8972,11516,7946,12667,9684,11617,8721,11596,9470,13130,10330,17028,13475,22726,20288,27673,33632,14865,25034,8756,14582,7757,13183,7086,15388,2083,5096,10,407,0,0,0,0,0,0
Jun-21,8호선,542,산성,15,0,4183,739,8972,2727,24096,4131,27340,9565,14289,5811,9083,6157,7954,4634,8131,5722,7970,6091,7448,5725,8073,8044,8712,10161,8871,13477,7654,22575,3730,19430,3001,11570,2518,11075,1567,11846,645,4991,1,529,0,0,0,0,0,0
Jun-21,8호선,543,남한산성입구(성남법원.검찰청),58,1,9973,1363,20579,5150,50153,12435,63236,24788,31622,16807,19514,12401,17766,10553,17913,12511,16804,13316,15985,12812,16405,16412,17724,20128,20907,24861,23266,43352,10508,36477,6879,20381,5171,20517,3718,23055,1079,9994,3,1041,0,0,0,0,0,0
Jun-21,8호선,544,단대오거리,18,1,8432,1979,16025,7957,36391,10862,42187,19262,22505,10012,14429,7758,12722,7922,13117,9548,12669,9591,11662,10474,11487,14289,13727,16811,17826,20911,22359,34888,9670,29200,5908,18017,5002,16004,4240,16732,868,8063,4,670,0,0,0,0,0,0
Jun-21,8호선,545,신흥,11,0,3979,682,5666,3585,12224,3401,15602,6980,9111,4623,6276,5059,5889,5030,6226,5472,6330,6079,6136,6492,6529,8182,7549,8906,8448,11080,7376,15962,4367,12696,3567,7812,2788,7115,2155,6333,611,3464,6,252,0,0,0,0,0,0
Jun-21,8호선,546,수진,0,0,4018,562,6629,2330,15757,3588,22133,9579,11028,5685,7437,5040,6944,5254,7432,4830,7250,6023,6413,6276,6588,6844,8151,8152,8979,9584,7647,14953,3944,12231,3226,7220,2834,7024,2223,7517,606,3995,6,363,0,0,0,0,0,0
Jun-21,8호선,547,모란,18,0,1937,721,3515,3259,8706,4631,10967,7625,6790,5584,5968,5699,6924,5751,6923,5344,7397,6499,8110,6266,8640,5763,10166,6792,9155,7432,9823,9624,5857,5740,3734,3285,4326,3184,4511,3447,887,1479,3,213,0,0,0,0,0,0
Jun-21,9호선,607,개화,17,2,1532,251,5934,1879,14095,3427,8138,5743,3081,2511,2212,2014,1973,2196,2261,2249,2056,1901,2084,1653,2382,2138,3364,1943,5490,3325,6369,5328,2696,4727,1835,2761,1846,1930,423,1761,190,895,0,116,0,0,0,0,0,0
Jun-21,9호선,608,김포공항,8,0,1464,1633,3873,14206,8835,21338,11065,25517,9817,21418,8855,19546,11651,21238,12642,22415,13882,27173,14073,26056,16432,23434,14864,24398,17141,30433,22386,32003,16064,19773,16309,8771,16750,4076,10940,3407,1397,1718,44,488,0,0,0,0,0,0
Jun-21,9호선,609,공항시장,1,0,3326,264,4149,1243,9393,1901,10129,4098,5838,3118,4414,3203,4021,3128,4451,3419,4176,4002,3839,3905,3799,4667,4222,5904,4445,6622,4105,10166,2486,9436,2198,5782,2073,4925,1538,5707,397,3244,1,219,0,0,0,0,0,0
Jun-21,9호선,610,신방화,5,0,4806,588,11231,3114,27327,4822,26551,11144,13706,5866,9350,5186,8348,5916,9034,7353,8899,7653,8125,7144,8501,9805,10508,11139,8777,13702,9362,23708,5168,19947,4201,11422,3221,10464,2936,11279,845,5831,1,64,0,0,0,0,0,0
Jun-21,9호선,611,마곡나루(서울식물원),7,1,3547,1009,9795,10009,27826,12166,28453,41128,13223,20687,9745,11729,10030,10047,11779,10387,12250,11229,12252,11756,14274,12351,17453,14498,28603,20859,38751,32398,16712,29597,13741,15224,15338,13251,14531,15838,2632,7749,23,386,0,0,0,0,0,0
Jun-21,9호선,612,양천향교,3,0,4396,1005,9885,5438,29676,10428,29597,36781,14577,16051,10868,9024,10662,8064,12434,8908,11781,8835,11090,9974,11436,9762,14193,11579,19022,16466,31472,25939,11024,25589,6857,15003,6625,12888,5075,15733,1305,8398,0,124,0,0,0,0,0,0
Jun-21,9호선,613,가양,34,0,14416,1758,24486,9173,71406,24690,72615,42165,39355,24971,27844,15742,26037,16787,27258,18222,25891,20908,23446,21827,24814,24240,28759,30212,34955,36890,41840,65430,19628,57402,13196,32472,11942,32312,9312,33868,1744,15370,0,467,0,0,0,0,0,0
Jun-21,9호선,614,증미,0,0,2478,790,7466,3570,20729,8688,20886,35557,11193,12298,8622,7783,8671,6310,8787,7359,8800,7891,8798,8013,9450,9334,10302,9438,14805,11035,30029,19763,8665,17254,5450,8911,4963,7991,3492,8471,1047,4127,0,2,0,0,0,0,0,0
Jun-21,9호선,615,등촌,4,0,5459,685,14411,4179,42355,6928,51098,18080,22193,11458,15366,9007,14107,10182,15003,11039,14429,12127,13238,12531,13423,15580,14651,17333,15427,25727,18100,39332,8922,37104,6821,19400,6220,15014,5797,17220,1344,8910,0,1,0,0,0,0,0,0
Jun-21,9호선,616,염창,14,0,11253,769,25472,5320,73980,8196,82040,20932,41008,11232,24170,9596,20194,10358,21134,12627,19410,13968,16909,15559,16102,19792,17846,23828,21011,39463,23124,67553,11488,60391,8917,36407,8447,30304,6805,36974,1396,17260,3,99,0,0,0,0,0,0
Jun-21,9호선,617,신목동,1,0,2043,372,5971,2010,17811,3174,17970,5702,8041,2513,4934,2393,4724,2757,4492,2968,4375,3672,4111,3780,4243,3998,5076,5545,5850,7513,6142,13899,2727,11561,2020,5751,1627,6268,1753,7243,491,2873,0,17,0,0,0,0,0,0
Jun-21,9호선,618,선유도,0,0,1668,1304,5204,4771,19723,14727,23151,38810,9958,18130,6960,7011,7543,7283,8414,6917,8206,8390,8559,7643,9204,8611,12727,9523,21100,11378,36877,20344,13287,15845,7690,7994,7018,7054,5785,8296,1360,3420,0,0,0,0,0,0,0,0
Jun-21,9호선,619,당산,24,1,8416,1351,17056,6423,50012,15125,56536,40929,31423,22352,22427,14764,21841,15459,23112,16704,22443,18616,21230,18874,21970,21121,24591,25619,31393,39848,44818,64659,21540,46713,17116,28390,18576,27421,17715,32931,3618,13462,3,346,0,0,0,0,0,0
Jun-21,9호선,620,국회의사당,1,0,681,1662,1784,9031,3665,41122,6199,145985,5326,62344,7041,20400,11012,16079,11996,13568,13996,15011,17407,11675,19342,9197,23664,8667,57135,10214,110563,10154,34837,6245,19921,3459,20028,2894,15082,3278,2230,1169,2,4,0,0,0,0,0,0
Jun-21,9호선,621,여의도,14,0,2638,1995,3904,20795,8367,127066,10614,155672,10186,62521,12233,28194,17467,28689,18683,28295,23647,29127,27310,25158,33720,22837,48079,21227,125061,23394,146383,28517,64187,16826,50040,8853,44434,7469,29572,8111,3726,2778,1,181,0,0,0,0,0,0
Jun-21,9호선,622,샛강,7,0,973,1014,2031,4657,4781,15772,6271,37382,4182,14247,4239,7367,4709,6712,5074,5635,5931,6070,6397,6306,7754,5207,10026,6030,17627,8128,30691,11395,11018,6283,7763,3672,8237,3162,8218,3488,1606,1537,0,12,0,0,0,0,0,0
Jun-21,9호선,623,노량진,350,1,16024,2070,23969,15826,61380,43649,89400,64593,48127,35690,30166,23733,27649,22241,31713,28662,34459,30673,29076,26894,29525,31608,34427,36908,44924,53294,55245,81585,29028,55300,28565,35855,36788,34594,41828,40503,5591,17436,0,412,0,0,0,0,0,0
Jun-21,9호선,624,노들,25,0,3477,206,5025,1288,15548,2306,20568,3964,10673,2830,7329,3263,6017,3210,6089,3687,6005,4258,5241,4341,5049,5813,5640,6914,5855,8999,5991,16062,3512,11697,3044,7065,2723,6702,2436,7153,785,3009,0,1,0,0,0,0,0,0
Jun-21,9호선,625,흑석(중앙대입구),4,1,3350,1160,6188,6530,16225,11171,20881,15107,12880,11584,10679,10051,10346,8110,10802,9536,10607,11125,11057,9536,12185,11449,15333,12970,19220,16688,14794,24943,8067,16730,7173,11097,7181,9512,7491,11594,1635,4876,0,7,0,0,0,0,0,0
Jun-21,9호선,626,동작(현충원),10,0,1120,418,1765,1912,5289,1943,6111,3699,4036,4633,3520,4733,4596,3382,5040,2632,4436,2702,3778,2930,3890,2813,4307,2561,4450,2828,4402,4367,1885,3120,1520,1909,1359,2016,1273,2383,385,1078,1,818,0,0,0,0,0,0
Jun-21,9호선,627,구반포,0,0,549,262,1656,1790,4754,3404,5364,6911,3830,5314,3082,3575,3106,3718,3541,4020,4039,4353,4273,3756,4402,4248,5196,4624,6333,5343,8030,7699,4243,5056,3353,2724,2981,2601,2555,3256,385,1541,0,38,0,0,0,0,0,0
Jun-21,9호선,628,신반포,1,0,381,624,1924,6257,5539,7181,6567,9222,4359,5340,3391,4004,3374,3215,3746,3440,4448,4738,4136,4019,5854,4516,10329,4380,9826,5232,8249,7942,4731,5356,3441,3021,3173,2883,2883,3608,679,1484,0,2,0,0,0,0,0,0
Jun-21,9호선,629,고속터미널,20,0,2066,1414,4837,13433,15525,17440,19640,26409,15423,26928,13252,27178,14996,28478,17640,28393,19547,29977,21594,30652,24112,31188,28345,32752,31125,35793,32497,44632,26635,28889,23265,18256,19149,15603,17533,15834,4534,5387,1,5,0,0,0,0,0,0
Jun-21,9호선,630,사평,2,0,905,180,3073,1960,8974,5336,10405,7316,5765,3318,4166,2837,3872,3309,4240,3596,4476,4109,3853,4462,5049,4430,7154,5761,6764,6768,6951,9623,3905,7833,2840,4236,1948,3924,2062,4807,448,1774,0,1,0,0,0,0,0,0
Jun-21,9호선,631,신논현,32,0,2717,1527,12737,14450,31373,41285,42767,91306,28268,101380,23805,54685,28442,41794,34165,40029,37655,46727,40689,43515,45670,40579,55644,47704,76005,60236,107238,92673,76357,51263,56541,24049,70453,20607,72171,21668,9232,8490,4,640,0,0,0,0,0,0
Jun-21,공항철도 1호선,645,서울역,74,0,2248,614,1951,8195,9469,14152,10859,21695,7554,14773,7601,12042,8478,10782,11599,11224,11773,10400,9706,9541,13938,10521,15808,10936,19782,12052,25203,15322,16974,12276,11639,7099,13752,6693,10269,5763,3879,2132,3,1137,0,0,0,0,0,0
Jun-21,공항철도 1호선,646,공덕,27,0,1324,199,1777,1302,5504,3521,5065,9552,2772,5084,2014,3059,2093,2873,2439,2971,2395,2913,2214,2777,2462,3491,3097,3769,4891,5952,8400,10270,3646,6660,2861,3357,2965,3235,2775,4110,642,1688,33,620,0,0,0,0,0,0
Jun-21,공항철도 1호선,647,홍대입구,115,7,2363,340,3893,2733,8714,6593,11183,21271,7354,19327,5902,14429,6682,16126,9147,19216,10588,21021,12284,18111,15175,18539,18247,20272,23889,22078,29968,30320,22921,18268,22817,7917,31244,6887,31030,7986,6597,4273,306,986,0,0,0,0,0,0
Jun-21,공항철도 1호선,648,디지털미디어시티,80,13,3150,736,6697,5264,18510,26815,18897,90638,11300,40256,7416,13834,7653,9943,9171,10443,9446,10439,10132,8791,12281,8691,15733,9503,38418,13503,90788,22800,33503,15490,18100,8134,17465,7623,15529,8156,2575,3660,171,1095,0,1,0,0,0,0
Jun-21,공항철도 1호선,649,마곡나루(서울식물원),4,0,1610,819,4311,9882,12281,21010,13097,51905,6561,21543,4221,7116,4522,4731,5697,4788,5232,4960,5205,4744,7157,4701,13175,5535,36748,8329,41461,14363,15090,9504,9629,5645,8389,5560,6561,6779,1309,2901,187,1987,0,0,0,0,0,0
Jun-21,공항철도 1호선,650,김포공항,15,3,1778,1784,3229,11927,7152,21124,14593,22175,18105,12876,17562,10044,22117,10395,21048,11932,22407,13301,21359,12351,24320,11293,19205,11075,23947,14250,34414,13354,23143,8272,22374,4437,26465,1854,19871,1800,3720,879,90,402,0,0,0,0,0,0
Jun-21,공항철도 1호선,651,계양,11,0,7956,598,19995,2885,51528,3554,43306,6047,22135,4269,13771,3621,11936,3955,11780,5016,9772,6379,8290,7497,7952,9303,9434,12613,9671,19084,7957,37083,4616,36866,3166,20463,3011,18662,2153,21348,821,10669,109,1553,0,0,0,0,0,0
Jun-21,공항철도 1호선,652,검암,451,0,6375,404,13995,2073,35029,6695,25147,15125,13033,4964,8424,3616,8119,3670,7741,4302,6752,4916,5821,5262,5787,6046,7464,7939,8732,12793,12745,24929,4308,26170,3548,13277,3178,11903,2671,13976,810,8126,155,2156,0,0,0,0,0,0
Jun-21,공항철도 1호선,653,청라국제도시,59,0,3602,135,15972,4100,31132,7992,18848,17139,9354,5406,6899,2816,6920,3289,6845,4127,6619,4536,5489,4506,6040,5529,8487,7537,12495,9270,19409,20657,5319,23894,3660,12202,3055,10595,3005,12593,992,7328,118,1533,0,0,0,0,0,0
Jun-21,공항철도 1호선,654,운서,17,1,5198,361,10380,5504,19118,8788,19824,13070,8573,7988,8647,5026,8592,5313,9538,5566,8011,6730,8113,6703,8383,8062,10842,9774,14524,11799,11511,22462,5878,15943,5959,11630,5878,10270,4757,12045,1267,7774,111,2025,0,0,0,0,0,0
Jun-21,공항철도 1호선,655,공항화물청사,4,0,401,476,1102,7117,1674,14400,2266,19457,1570,3693,831,1976,777,2957,1074,3135,1260,1583,2097,990,2993,680,4967,1414,9418,1506,17501,1083,4133,1015,2422,1362,2631,990,2584,350,599,202,2,42,0,0,0,0,0,0
Jun-21,공항철도 1호선,656,인천공항1터미널,0,0,550,2063,1346,5196,3199,11269,5129,17532,4292,4954,1658,5436,2752,6531,2840,7961,3905,5006,4292,4799,7275,4726,6380,4510,11887,6800,15523,3155,6273,1807,4891,2580,4545,1810,2888,1096,674,758,6,389,0,0,0,0,0,0
Jun-21,공항철도 1호선,657,인천공항2터미널,0,0,810,1241,1008,4006,1851,7573,3242,8955,2978,2726,978,2631,1205,3748,1265,4222,1910,1973,2569,2037,4970,2102,4018,2744,7178,3829,9424,1232,3853,829,2524,782,2031,1030,1102,475,312,313,0,244,0,0,0,0,0,0
Jun-21,공항철도 1호선,658,영종,5,1,2440,168,6792,1756,11592,2609,7764,3728,5892,2649,5151,2454,4812,3263,5034,3402,4125,3421,3936,4539,4346,4321,5007,4900,5144,7305,3750,7269,2499,10351,2160,6080,1927,5874,1485,5640,709,4599,115,1166,0,0,0,0,0,0
Jun-21,9호선2~3단계,632,언주,0,0,1140,894,2561,7167,6097,18491,8662,59431,7286,42688,7607,19595,9436,11957,11111,10663,11434,12764,13059,10970,15263,10593,18677,10218,33620,10644,54384,12779,24297,9325,13555,5913,11824,5534,10359,5314,1819,2864,2,139,0,0,0,0,0,0
Jun-21,9호선2~3단계,633,선정릉,3,0,1005,1349,3824,6615,8725,17079,9625,58462,6679,45025,6033,18224,6799,11298,7935,10738,9604,11442,10540,10571,11659,9167,15024,9731,26550,11657,52449,13883,26978,10068,14158,6215,13836,6326,12059,7372,1976,2267,1,39,0,0,0,0,0,0
Jun-21,9호선2~3단계,634,삼성중앙,1,0,735,545,2167,4121,4753,14037,6423,39980,5162,29375,4444,11329,4873,6358,6138,6235,6692,7065,7576,5948,8344,6534,10709,6485,22221,7908,37168,11773,15591,7076,8988,4251,8732,3593,7833,3787,1257,1864,0,2,0,0,0,0,0,0
Jun-21,9호선2~3단계,635,봉은사,4,1,1502,1080,4540,11708,8124,35058,9934,94645,7713,65425,8141,27548,11752,22786,14951,21823,17927,23391,20336,20926,24546,17517,32380,16961,55792,19157,86989,20114,40954,12855,28110,6794,26664,5950,20421,6165,2763,2071,1,0,0,0,0,0,0,0
Jun-21,9호선2~3단계,636,종합운동장,3,0,1249,231,3408,2185,8939,4630,10151,10841,6680,7088,4543,4345,4663,4080,5227,4171,5325,5270,5055,4933,5330,5452,7012,6033,9192,9331,11433,14294,6260,10038,4928,5377,6310,5134,5955,5773,1043,2211,0,5,0,0,0,0,0,0
Jun-21,9호선2~3단계,637,삼전,8,0,4035,412,7101,2942,19139,3660,29772,10517,17895,7291,9620,5315,7913,5134,8121,6042,8295,6523,7480,6649,7494,7736,8614,9775,9859,14414,12342,23683,6453,20528,4866,11451,4117,11239,4357,12440,1001,6391,1,187,0,0,0,0,0,0
Jun-21,9호선2~3단계,638,석촌고분,0,0,2427,279,5339,2068,15288,4595,24973,12751,15152,8986,8377,5289,7373,4485,7616,5702,7462,6397,6978,5902,6832,7702,8595,8608,9337,11343,12852,21679,5695,15794,4407,10677,4648,9477,3906,10157,801,4677,0,25,0,0,0,0,0,0
Jun-21,9호선2~3단계,639,석촌,0,0,2944,160,8478,2167,22321,4867,28816,10634,19091,10223,10897,6726,9754,7013,10120,7524,10443,8208,9541,8394,9916,8907,11868,11379,13446,16031,15475,26436,8970,22433,7543,11851,8435,11460,7809,14323,1515,4551,0,44,0,0,0,0,0,0
Jun-21,9호선2~3단계,640,송파나루,1,0,1707,102,3554,1535,11515,3856,15919,9927,10120,6814,5613,4519,5548,6241,5589,6593,6099,7403,6059,6813,5992,6958,6619,9808,8127,12330,11109,19144,5599,15397,5365,6177,6680,5829,5540,6577,756,3361,0,84,0,0,0,0,0,0
Jun-21,9호선2~3단계,641,한성백제,0,0,706,228,2759,926,7023,1811,7741,5931,4791,4008,2986,2741,2939,2470,3196,2639,3390,2776,3242,3079,3400,3002,4003,3534,4896,4351,7312,7201,2837,5846,2549,3366,2234,2962,1787,3216,304,1855,0,28,0,0,0,0,0,0
Jun-21,9호선2~3단계,642,올림픽공원(한국체대),16,0,1655,447,6608,4550,14880,5390,16316,13282,11438,7635,6998,6090,6551,6563,7181,7849,7322,9241,6869,7953,8054,8975,10894,10080,15333,13707,16399,20230,8499,15621,7075,9156,7771,8792,8732,10751,2363,3898,0,101,0,0,0,0,0,0
Jun-21,9호선2~3단계,643,둔촌오륜,0,0,180,292,945,2608,3781,3996,4530,2597,2114,827,1370,649,995,1013,1158,764,1261,805,1326,1003,1579,1075,5507,1215,2758,1783,2204,2776,930,2295,650,1283,494,1180,282,1507,100,686,0,18,0,0,0,0,0,0
Jun-21,9호선2~3단계,644,중앙보훈병원,9,1,2812,622,11875,6301,37295,11368,36247,19747,22879,13802,17295,12868,16343,8136,13576,10199,9929,13361,14786,10942,16454,9460,15632,9822,17955,14009,12864,26113,4975,22518,3650,11562,3115,12311,2302,14259,509,5028,1,571,0,0,0,0,0,0
Jun-21,우이신설선,702,북한산우이,2,0,1380,764,2565,4493,8518,4811,8632,5720,5009,7489,3822,7490,4065,5773,4857,4776,5238,4228,6092,3977,6265,3722,8464,3973,6531,4192,4511,5398,3189,5147,2226,2909,1413,2617,986,2612,289,1157,1,94,0,0,0,0,0,0
Jun-21,우이신설선,703,솔밭공원,0,0,1766,391,3700,1287,9633,1647,10035,2716,6174,2363,4412,2411,3729,2670,3704,3117,3479,3207,3410,3666,3272,3746,3524,4413,2976,4944,2446,7416,1772,7106,1112,4399,779,3664,631,3308,289,2030,0,25,0,0,0,0,0,0
Jun-21,우이신설선,704,4.19민주묘지,2,0,1293,314,3394,904,7688,1602,9361,5230,5825,4422,4642,3857,4715,4016,4864,4358,4973,4270,4848,4156,5283,4440,5723,4854,5241,5559,4984,7404,2723,7452,2060,4146,1663,3530,1100,3449,259,2197,0,1,0,0,0,0,0,0
Jun-21,우이신설선,705,가오리,4,0,2349,374,6066,1269,15890,2857,17168,5547,10497,4028,7545,4351,6605,4371,5789,5320,6342,5367,5851,5706,5689,6375,4985,8356,5498,8587,4414,13049,2889,12651,1942,7214,1386,6201,1138,6207,268,2879,2,2,0,0,0,0,0,0
Jun-21,우이신설선,706,화계,6,1,2174,628,4020,1481,12088,2116,14139,4591,7857,3476,5837,3591,4967,3725,5523,3949,4965,4372,4421,4226,4329,5049,4873,5959,4263,6520,3504,9786,2756,9135,1765,5068,1379,4438,846,4436,382,2152,0,1,0,0,0,0,0,0
Jun-21,우이신설선,707,삼양,1,0,1150,269,3054,905,6413,1308,7691,3364,4873,2493,3535,2748,3156,2527,3240,2632,3238,2851,2779,3195,2921,4103,2908,4538,2698,4773,2534,6323,1672,5625,1102,3267,865,3035,495,2922,157,1280,0,0,0,0,0,0,0,0
Jun-21,우이신설선,708,삼양사거리,2,0,1696,343,2661,894,6772,1921,8333,4465,5453,3147,4510,2927,3743,3254,4184,3385,4156,3620,3502,3705,3547,4696,3592,5252,3380,5647,3424,7415,2244,6347,1539,3382,1327,2922,1050,2512,389,1361,0,0,0,0,0,0,0,0
Jun-21,우이신설선,709,솔샘,0,0,2614,238,9538,1198,28817,2942,28377,4704,14200,3133,8662,3276,7099,3659,7651,4336,6829,4790,6169,5581,5875,7122,6299,9287,5322,11957,4682,22330,2821,20232,2010,11015,1578,10355,1356,10263,452,4773,0,0,0,0,0,0,0,0
Jun-21,우이신설선,710,북한산보국문,1,0,2007,598,6438,2506,19676,5052,24314,7743,14667,6213,10006,5148,8458,4944,8807,5716,8369,5834,7769,6381,8162,8158,9307,10023,9063,12763,8401,20258,5195,17287,3474,10575,3264,9434,2658,9836,896,4720,0,1,0,0,0,0,0,0
Jun-21,우이신설선,711,정릉,3,1,2133,485,5307,1636,14247,3131,17333,6471,11844,3915,7851,3743,7034,3948,7184,4745,6492,4802,6075,5461,6021,6857,6411,8201,7061,10073,6940,15321,3828,12190,2655,6957,2253,6043,1715,6014,530,2304,3,2,0,0,1,2,0,0
Jun-21,우이신설선,712,성신여대입구(돈암),1,0,802,354,1102,1261,3757,3997,5865,7946,3956,6285,3812,5615,4093,4939,4428,5746,4729,6224,4878,6009,5245,6032,5788,6828,6578,8291,8345,10360,5558,6325,4742,3485,6263,2568,5461,2478,1021,1056,0,7,0,0,0,0,0,0
Jun-21,우이신설선,713,보문,0,0,422,221,790,1290,2007,3052,3170,4745,2732,3162,2088,2010,2067,1772,2114,1985,2269,2242,2344,2036,2716,2193,3078,2373,3494,2710,4135,3362,2193,2118,1621,1490,1433,1475,1282,1402,424,730,0,21,0,0,0,0,0,0
Jun-21,우이신설선,714,신설동,8,1,1066,751,1248,2143,1372,4975,2077,13482,1623,7154,1956,3911,2120,2848,2560,2569,2765,2997,3173,2442,3848,1980,5008,1998,6727,2129,9823,2037,4441,1291,2753,819,2539,694,2207,868,482,577,0,221,0,0,0,0,0,0
